station_id,station_name,county_name,town_name,twd67_lat,twd67_lon,wgs84_lat,wgs84_lon,distance_m
C0O960,崎頂,臺南市,龍崎區,22.961306,120.361194,22.959547,120.369317,854.366948236326
C0F9Q0,外埔,臺中市,外埔區,24.349556,120.697472,24.347817,120.705686,854.2873263907512
C0G890,伸港,彰化縣,伸港鄉,24.150528,120.476167,24.148933,120.484403,854.2633936721458
C0I520,玉山風口,南投縣,信義鄉,23.472294,120.947853,23.470489,120.955994,854.2504738395926
C0D750,樂山林道6k,新竹縣,五峰鄉,24.5017,121.0795,24.49999,121.08773,854.1636902858087
C0R350,貓鼻頭,屏東縣,恆春鎮,21.923578,120.727792,21.921689,120.735817,854.0459726561885
C0F9L0,后里,臺中市,后里區,24.312111,120.7215,24.310436,120.729725,854.0322818132304
C0F9S0,烏日,臺中市,烏日區,24.108833,120.615917,24.107058,120.624103,853.9695343656604
C0AD40,土城,新北市,土城區,24.974944,121.436917,24.973208,121.445169,853.8909886842206
C0U520,雙連埤,宜蘭縣,員山鄉,24.754722,121.633056,24.753033,121.641303,853.6786060978342
CAE560,國一S144K,苗栗縣,銅鑼鄉,24.438818,120.770016,24.437042,120.778219,853.5729226394303
C0E960,觀霧分站,苗栗縣,泰安鄉,24.5075,121.1057,24.505781,121.113921,853.462111357466
C0V710,苓雅,高雄市,苓雅區,22.624528,120.322583,22.622742,120.330669,853.3660926448199
C0U650,玉蘭,宜蘭縣,大同鄉,24.677222,121.578889,24.675286,121.587061,853.3061406794042
C0R470,高樹,屏東縣,高樹鄉,22.828222,120.592722,22.826389,120.600806,853.1993593474523
C0G780,秀水,彰化縣,秀水鄉,24.035917,120.495722,24.03405,120.503869,853.0083580185517
C0V690,鼓山,高雄市,鼓山區,22.625139,120.2675,22.623325,120.275575,852.9954759141087
C0R550,新埤,屏東縣,新埤鄉,22.469778,120.574833,22.467947,120.582894,852.9540886395483
C0AC60,三峽,新北市,三峽區,24.940806,121.3615,24.939025,121.369728,852.9067368082572
466950,彭佳嶼,基隆市,中正區,25.629774,122.071474,25.627975,122.079744,852.8991888545593
C0AJ90,澳底,新北市,貢寮區,25.056993,121.917036,25.055192,121.925264,852.6638014861551
CAD060,國一S098K,新竹縣,寶山鄉,24.762369,120.982894,24.76056,120.9911,852.6400543675168
C0UA90,石城,宜蘭縣,頭城鎮,24.982247,121.942992,24.980444,121.951214,852.6188915109373
72N240,七股研究中心,臺南市,七股區,23.083472,120.054792,23.081672,120.062894,852.6017740221467
C0UA80,大溪漁港,宜蘭縣,頭城鎮,24.943603,121.894736,24.941803,121.902956,852.5974466614654
C0B050,八斗子,基隆市,中正區,25.146547,121.783436,25.144756,121.791672,852.5964223218099
C0FB40,中橫21.6k,臺中市,和平區,24.2516,121.1373,24.2499,121.1455,852.5586067879882
C0AJ50,水湳洞,新北市,瑞芳區,25.125492,121.854006,25.123697,121.862239,852.5457800996377
C0D680,香山濕地,新竹市,香山區,24.785386,120.906781,24.783583,120.914989,852.529839706028
C0U760,東澳,宜蘭縣,南澳鄉,24.523767,121.824986,24.521958,121.833175,852.5084297192544
C0R341,牡丹,屏東縣,牡丹鄉,22.131817,120.784589,22.130036,120.792639,852.493232207895
C0Z310,清水斷崖,花蓮縣,秀林鄉,24.2201,121.680972,24.218294,121.689142,852.4926351630386
C0U880,北關,宜蘭縣,頭城鎮,24.90902,121.865211,24.907222,121.873428,852.4771620966349
C2A540,四堵,新北市,坪林區,24.894394,121.737519,24.8926,121.745736,852.4684240607623
C0U600,礁溪,宜蘭縣,礁溪鄉,24.819336,121.757397,24.817539,121.765608,852.4469791383639
C0UB10,蘇澳,宜蘭縣,蘇澳鎮,24.59875,121.848895,24.596944,121.857089,852.4396858249734
C0U970,大福,宜蘭縣,壯圍鄉,24.802436,121.805683,24.800636,121.813892,852.4388539265157
C2I090,鳳凰,南投縣,鹿谷鄉,23.729722,120.779167,23.728081,120.787347,852.4374686448991
C0UA50,西帽山,宜蘭縣,南澳鄉,24.557164,121.794436,24.555361,121.802628,852.4318848133641
C0B060,暖暖,基隆市,暖暖區,25.097533,121.732069,25.095742,121.7403,852.43025484341
C0T9I0,豐濱,花蓮縣,豐濱鄉,23.585708,121.506678,23.583897,121.514806,852.4249987822558
C0U910,冬山,宜蘭縣,冬山鄉,24.635528,121.7855,24.633725,121.793697,852.4190893041424
C0Z210,瑞穗,花蓮縣,瑞穗鄉,23.525708,121.382086,23.5239,121.390211,852.4165707191046
C0UB20,壯圍,宜蘭縣,壯圍鄉,24.737723,121.808046,24.735922,121.81625,852.39399508085
B2U990,畜試東區分所,宜蘭縣,五結鄉,24.670842,121.824362,24.669039,121.832561,852.3877621073287
C0B010,七堵,基隆市,七堵區,25.096608,121.708897,25.094819,121.717128,852.3844135829662
C0Z150,吉安光華,花蓮縣,吉安鄉,23.932733,121.587003,23.930925,121.595153,852.3759911737276
CAUB30,國五S031K,宜蘭縣,礁溪鄉,24.820942,121.774168,24.819144,121.782378,852.3645023146503
C0R260,春日,屏東縣,春日鄉,22.372167,120.62025,22.370361,120.628306,852.3610939293311
466940,基隆,基隆市,仁愛區,25.135104,121.732242,25.133314,121.740475,852.3523554148694
C0AJ20,野柳,新北市,萬里區,25.208817,121.681783,25.207031,121.690022,852.3484586867174
CAB050,國三N002K,基隆市,中山區,25.147619,121.713466,25.14583,121.7217,852.3416631219235
C0T9A0,月眉山,花蓮縣,壽豐鄉,23.811736,121.531686,23.809928,121.539828,852.3377392960396
C0Z200,萬榮,花蓮縣,鳳林鎮,23.711022,121.411969,23.709219,121.420106,852.3352065517756
C0UB00,淡江大學蘭陽校園,宜蘭縣,礁溪鄉,24.825033,121.722172,24.823239,121.730383,852.3317860264259
467080,宜蘭,宜蘭縣,宜蘭市,24.765773,121.748322,24.763975,121.756528,852.3302143606337
C0U940,羅東,宜蘭縣,羅東鎮,24.683636,121.741144,24.681836,121.749344,852.3249487814942
C0B040,大武崙,基隆市,安樂區,25.168464,121.698758,25.166678,121.706994,852.3218931976124
C0A530,坪林,新北市,坪林區,24.939975,121.701531,24.938183,121.70975,852.3147276391604
C0B020,基隆嶼,基隆市,中正區,25.1932,121.775678,25.191408,121.783914,852.3140569034705
C0M680,太保,嘉義縣,太保市,23.456792,120.323303,23.455047,120.331439,852.305743881664
C0U770,南澳,宜蘭縣,南澳鄉,24.451153,121.802036,24.449347,121.810219,852.3043831145766
CAUB50,國五S047K,宜蘭縣,羅東鎮,24.677257,121.786384,24.675456,121.794583,852.2940587580168
CAB010,國一S001K,基隆市,安樂區,25.11762,121.720369,25.11583,121.7286,852.2718975399841
C0AJ40,石門,新北市,石門區,25.275453,121.592956,25.273672,121.6012,852.2661474579319
C0U900,內城,宜蘭縣,員山鄉,24.719928,121.679461,24.718133,121.687664,852.2545019304699
CAAD90,國五N013K,新北市,坪林區,24.949395,121.697289,24.947603,121.705508,852.2531164783902
CAUB40,國五S041K,宜蘭縣,壯圍鄉,24.736563,121.773719,24.734764,121.781922,852.2511084928522
C0Z330,安通山,花蓮縣,玉里鎮,23.292536,121.340419,23.290728,121.348528,852.2480261477191
C0U870,大礁溪,宜蘭縣,礁溪鄉,24.792836,121.666839,24.791042,121.675047,852.2466501865115
C0U860,頭城,宜蘭縣,頭城鎮,24.855031,121.822586,24.853233,121.830797,852.2408044293811
C2F930,大甲,臺中市,大甲區,24.349917,120.632361,24.347667,120.640403,852.2407639235547
CAB020,國一S006K,基隆市,七堵區,25.088729,121.678671,25.08694,121.6869,852.2404659679607
C0UA60,樟樹山,宜蘭縣,南澳鄉,24.415731,121.775067,24.413925,121.783247,852.2353056601677
CAB030,國三S004K,基隆市,七堵區,25.116228,121.680369,25.11444,121.6886,852.2291592787499
CAAD60,國五S005K,新北市,石碇區,24.998202,121.643708,24.996414,121.651931,852.2216049926722
C0UA40,西德山,宜蘭縣,南澳鄉,24.562447,121.744417,24.560647,121.752608,852.2212426470035
CAB040,國三S007K,基隆市,七堵區,25.098727,121.65957,25.09694,121.6678,852.2206507843263
C0UA70,桃源谷,宜蘭縣,頭城鎮,24.964408,121.880658,24.962606,121.888875,852.219645093639
CAAD70,國五S006K,新北市,石碇區,24.991753,121.64875,24.989964,121.656972,852.1918393421189
C0T9D0,和中,花蓮縣,秀林鄉,24.268567,121.732861,24.266761,121.741031,852.1859710097981
C0FB20,雪山橋,臺中市,和平區,24.2336,120.9704,24.23192,120.9786,852.1829661235862
C0T9G0,鳳林山,花蓮縣,鳳林鎮,23.737072,121.411994,23.735269,121.420131,852.1743489055273
CAA010,國一N013K,新北市,汐止區,25.068524,121.619925,25.066739,121.628153,852.1717964991321
C0R620,墾雷,屏東縣,恆春鎮,21.90265,120.847244,21.900836,120.855269,852.1512080457853
C0S710,鹿野,臺東縣,鹿野鄉,22.919517,121.114908,22.917711,121.122994,852.1450748769137
C0U980,坪林石牌,宜蘭縣,頭城鎮,24.866578,121.76575,24.864781,121.773961,852.1395236973143
C0U990,員山,宜蘭縣,員山鄉,24.746147,121.714269,24.74435,121.722472,852.1368567670003
CAA030,國三S010K,新北市,汐止區,25.081787,121.639272,25.08,121.6475,852.1363487411888
CAA090,國三甲005K,臺北市,文山區,25.003726,121.589277,25.00194,121.5975,852.1335139860541
C2UC10,出水溪,宜蘭縣,大同鄉,24.617617,121.644058,24.615822,121.652253,852.1291525649658
C0R160,鹽埔,屏東縣,鹽埔鄉,22.741342,120.522697,22.739558,120.530778,852.1281832255644
CAA040,國三S016K,臺北市,南港區,25.034846,121.607575,25.03306,121.6158,852.1252177989825
C0TA50,和仁,花蓮縣,秀林鄉,24.243199,121.704304,24.241394,121.712472,852.1232827867689
C0U950,鶯子嶺,宜蘭縣,頭城鎮,24.899333,121.784231,24.897536,121.792444,852.1221276303653
C0R280,檳榔,屏東縣,滿州鄉,22.077883,120.828758,22.076075,120.836794,852.1019506715264
C0TA40,秀林,花蓮縣,秀林鄉,24.304668,121.722972,24.302864,121.731144,852.1017638825122
C0U890,三星,宜蘭縣,三星鄉,24.669917,121.644819,24.668122,121.653017,852.0866842917804
C0TB40,崇德,花蓮縣,秀林鄉,24.167948,121.649251,24.166144,121.657414,852.0794305675244
C0AG80,中和,新北市,中和區,24.993403,121.483569,24.991622,121.491792,852.0718058048166
C0A770,科教館,臺北市,士林區,25.098133,121.508275,25.096356,121.516506,852.0639059319601
C0A9F0,內湖,臺北市,內湖區,25.081206,121.567222,25.079422,121.57545,852.062438299285
C0S980,勝林山,臺東縣,達仁鄉,22.432239,120.885742,22.430439,120.8938,852.0560447259838
C0AI20,白沙灣,新北市,石門區,25.284903,121.510814,25.283128,121.519058,852.0485384834499
C0TA80,立霧山,花蓮縣,秀林鄉,24.185061,121.633735,24.183258,121.641899,852.0439348202874
C0FA90,小雪山林道,臺中市,和平區,24.2968,121.0283,24.29515,121.03651,852.043902124231
C0AC70,信義,臺北市,信義區,25.039606,121.556372,25.037822,121.564597,852.0421380026883
C2UC20,長嶺,宜蘭縣,員山鄉,24.710732,121.603419,24.70894,121.61162,852.0395151619917
466910,鞍部,臺北市,北投區,25.184365,121.521495,25.182586,121.529731,852.0356815101695
C0X120,麻豆,臺南市,麻豆區,23.185056,120.2405,23.183289,120.248611,852.0322606275205
C0Z220,和平林道,花蓮縣,秀林鄉,24.345722,121.648142,24.343922,121.656317,852.0318891374516
C0AH80,深坑,新北市,深坑區,25.004489,121.620106,25.002703,121.628328,852.0305105740133
C0TA30,鹽寮,花蓮縣,壽豐鄉,23.847418,121.584524,23.845606,121.592664,852.0238041175761
C0TA10,花蓮漁港,花蓮縣,花蓮市,23.997128,121.63018,23.995322,121.638331,852.0202465615253
C0A931,三和,新北市,金山區,25.234933,121.586997,25.233153,121.595236,852.0201675657238
466930,陽明山,臺北市,北投區,25.163858,121.536313,25.162078,121.544547,852.0013372024952
C0Z300,東里,花蓮縣,富里鄉,23.270336,121.297364,23.268528,121.305469,851.9851445388714
C0Z190,富世,花蓮縣,秀林鄉,24.149236,121.621542,24.147433,121.629703,851.9739366959891
466920,臺北,臺北市,中正區,25.039439,121.506628,25.037658,121.514853,851.9656222867266
G2AI50,台農院關渡站,臺北市,北投區,25.117528,121.483769,25.11575,121.492,851.9618321427552
C0Z180,新城,花蓮縣,新城鄉,24.042289,121.596724,24.040486,121.604878,851.9551478754871
CAA020,國一S026K,新北市,三重區,25.078169,121.488172,25.07639,121.4964,851.9531486676772
A0A010,臺灣大學,臺北市,大安區,25.01606,121.531193,25.014278,121.539416,851.9490212218159
466881,新北,新北市,新店區,24.96099,121.516977,24.959207,121.525196,851.9437739349999
C0AJ70,田寮,新北市,三芝區,25.271575,121.480355,25.2698,121.488597,851.9414777384175
C0ACA0,新莊,新北市,新莊區,25.05325,121.438528,25.051478,121.446756,851.9367343521795
C2O810,曾文,臺南市,楠西區,23.221472,120.489222,23.219681,120.497328,851.9353106322387
466990,花蓮,花蓮縣,花蓮市,23.976933,121.605126,23.975128,121.613275,851.9227706773715
CAAH60,大安森林,臺北市,大安區,25.031331,121.528056,25.02955,121.53628,851.9208972840465
C0F0E0,南湖圈谷,臺中市,和平區,24.365503,121.436489,24.363714,121.444667,851.9149867696807
CAA050,國三S037K,新北市,土城區,24.984141,121.462821,24.982361,121.471042,851.910629198566
C0AH40,平等,臺北市,士林區,25.130925,121.568856,25.129142,121.577086,851.9047670685416
C0AH70,松山,臺北市,松山區,25.050492,121.542203,25.048711,121.550428,851.8929816751862
C0U960,翠峰湖,宜蘭縣,大同鄉,24.51265,121.599858,24.510856,121.608044,851.8925654309439
C0TA20,加灣,花蓮縣,秀林鄉,24.083828,121.600788,24.082025,121.608944,851.891990057684
C0V650,彌陀,高雄市,彌陀區,22.785583,120.238278,22.783806,120.246361,851.8856127192495
C0AJ80,板橋,新北市,板橋區,25.012431,121.440638,25.010653,121.448861,851.8694883675565
C0AI00,五股,新北市,五股區,25.076228,121.419053,25.074453,121.427281,851.8627502666906
466900,淡水,新北市,淡水區,25.166664,121.440672,25.164889,121.448906,851.8537871194768
C0AK30,硬漢嶺,新北市,八里區,25.137872,121.41814,25.136097,121.426372,851.8481606075084
C0AJ30,淡水觀海,新北市,淡水區,25.186364,121.400381,25.184592,121.408617,851.8420554010285
C0Z270,蕃薯寮,花蓮縣,壽豐鄉,23.740156,121.531975,23.73835,121.540108,851.838171655447
C2TB30,吉安,花蓮縣,吉安鄉,23.947182,121.539883,23.94538,121.54803,851.8324081754536
C0UA30,白嶺,宜蘭縣,大同鄉,24.529611,121.510844,24.527819,121.519031,851.8301388156204
C0AH90,福山植物園,新北市,烏來區,24.762506,121.573147,24.760717,121.58135,851.8226461638621
C0T9E0,大坑,花蓮縣,壽豐鄉,23.882433,121.573839,23.880628,121.581981,851.8201915156776
C0AJ60,六塊厝,新北市,淡水區,25.241776,121.439863,25.240002,121.448102,851.8200252366139
C0C680,龜山,桃園市,龜山區,25.030231,121.378336,25.028458,121.386561,851.8197658852544
CAA060,國三S042K,新北市,土城區,24.961778,121.422381,24.96,121.4306,851.8093859727583
C0UA20,多加屯,宜蘭縣,大同鄉,24.3704,121.365011,24.368614,121.373189,851.805962117714
C0Z250,瑞穗林道,花蓮縣,卓溪鄉,23.494642,121.298764,23.492842,121.306883,851.8023786275402
C0AH50,林口,新北市,林口區,25.073953,121.372611,25.072181,121.380839,851.8004906270372
C0X170,關廟,臺南市,關廟區,22.964861,120.319722,22.963017,120.327797,851.788472607376
CAC040,拉拉山,桃園市,復興區,24.7011,121.418933,24.699317,121.427133,851.7700666754625
C0AH10,永和,新北市,永和區,25.013028,121.499889,25.01125,121.508111,851.7675550081402
CAA070,國三N046K,新北市,樹林區,24.952607,121.387582,24.95083,121.3958,851.7455527155696
C0F0D0,審馬陣,臺中市,和平區,24.383461,121.412122,24.381675,121.4203,851.7227651305708
C0S900,蘭嶼高中,臺東縣,蘭嶼鄉,22.050931,121.504119,22.049094,121.512142,851.7211320758868
C2TB80,庄子底,花蓮縣,鳳林鎮,23.719744,121.486249,23.71794,121.49438,851.7138899004659
C0Z160,鳳林,花蓮縣,鳳林鎮,23.747917,121.445278,23.746114,121.453411,851.7116459730336
C0AK10,太平里,新北市,林口區,25.136709,121.356668,25.134937,121.364899,851.680665625365
C0C710,大溪永福,桃園市,大溪區,24.894711,121.316761,24.892936,121.324975,851.6800236904038
C2TB90,長橋,花蓮縣,鳳林鎮,23.689203,121.453731,23.6874,121.46186,851.6780719477524
72AI40,桃改樹林分場,新北市,樹林區,24.946279,121.378755,24.944503,121.386972,851.6630968024609
C0UA00,土場,宜蘭縣,大同鄉,24.578356,121.487153,24.576533,121.495333,851.6430451591957
C0A520,山佳,新北市,樹林區,24.976719,121.393789,24.974944,121.402008,851.6341524565422
C0I530,小奇萊,南投縣,仁愛鄉,24.13355,121.287556,24.131764,121.295717,851.6298445624248
C0I540,奇萊稜線,南投縣,仁愛鄉,24.111019,121.318297,24.109231,121.326456,851.6261627706562
C0C720,竹圍,桃園市,大園區,25.114458,121.231594,25.112694,121.239825,851.6221356961514
CAA080,國三S054K,新北市,鶯歌區,24.940943,121.315683,24.93917,121.3239,851.6207074546143
C0R100,尾寮山,屏東縣,三地門鄉,22.834889,120.675806,22.833111,120.683889,851.6197610114542
C0AH00,汐止,新北市,汐止區,25.068667,121.650556,25.066881,121.658778,851.6090878559775
CAC050,西濱S023K,桃園市,蘆竹區,25.118258,121.26728,25.11649,121.27551,851.6016718793576
C0I480,梅峰,南投縣,仁愛鄉,24.087056,121.165414,24.085272,121.173572,851.5743656965349
C0SB80,長濱漁港,臺東縣,長濱鄉,23.315454,121.451891,23.313644,121.459994,851.5665309955546
C0S730,綠島,臺東縣,綠島鄉,22.669025,121.467267,22.667203,121.475328,851.5537589318476
C0SD40,牛頭山,臺東縣,綠島鄉,22.678485,121.498883,22.676661,121.506944,851.5512967535269
C0Z280,德武,花蓮縣,玉里鎮,23.476069,121.402597,23.474264,121.410711,851.5509434837296
C0S910,蘭嶼燈塔,臺東縣,蘭嶼鄉,22.083031,121.495094,22.081194,121.503117,851.5388470813407
C2SD80,再來山,臺東縣,長濱鄉,23.345518,121.433115,23.34371,121.44122,851.5304686824227
CAC020,國二E009K,桃園市,桃園區,25.020014,121.265475,25.018244,121.273697,851.5156302556326
C2TA70,赤科坪,花蓮縣,玉里鎮,23.400655,121.383571,23.39885,121.39168,851.5141048186346
C0SB70,小港漁港,臺東縣,成功鎮,23.160368,121.392338,23.158558,121.400431,851.5080963378016
CAC030,國三N063K,桃園市,大溪區,24.891285,121.255387,24.889514,121.2636,851.5012781514787
467620,蘭嶼,臺東縣,蘭嶼鄉,22.038737,121.55041,22.0369,121.55843,851.490126211903
C0S940,石寧山,臺東縣,長濱鄉,23.225581,121.398542,23.223772,121.406639,851.4870385302492
C0SD30,東清國小,臺東縣,蘭嶼鄉,22.058965,121.556901,22.057128,121.564922,851.4754386479151
CAC060,西濱S032K,桃園市,大園區,25.09373,121.184277,25.091966,121.192505,851.4648538566308
A0F010,武陵,臺中市,和平區,24.354609,121.300112,24.352825,121.308286,851.460614994119
A0Z080,合歡山,花蓮縣,秀林鄉,24.144972,121.276071,24.143186,121.284231,851.4592358312224
C0Z100,東華,花蓮縣,壽豐鄉,23.897056,121.541694,23.89525,121.549833,851.4590777207981
C2TB50,麻汝,花蓮縣,玉里鎮,23.427345,121.38547,23.42554,121.39358,851.4510606930178
C0T960,光復,花蓮縣,光復鄉,23.662497,121.416839,23.660694,121.424964,851.446558374706
C0F9Y0,桃山,臺中市,和平區,24.434519,121.295628,24.432739,121.303808,851.4386659602436
C0SB60,白守蓮,臺東縣,成功鎮,23.12858,121.393824,23.126769,121.401914,851.4269801382839
C2C410,中央大學,桃園市,中壢區,24.969417,121.176946,24.967652,121.185165,851.4249542247371
C2TA90,加納納,花蓮縣,瑞穗鄉,23.468223,121.351754,23.466421,121.359867,851.4210653623842
C0UA10,鴛鴦湖,宜蘭縣,大同鄉,24.592053,121.404039,24.590269,121.412228,851.4180971864314
C0SA30,都歷,臺東縣,成功鎮,23.022142,121.315558,23.020333,121.323642,851.4141655785791
C0O990,媽廟,臺南市,歸仁區,22.993514,120.285431,22.99175,120.293525,851.4126145608395
C0C700,中壢,桃園市,中壢區,24.979428,121.248156,24.977661,121.256375,851.4106520876492
C2TB70,達谷寮,花蓮縣,玉里鎮,23.381804,121.351573,23.38,121.35968,851.4039746704973
C0Z290,赤柯山,花蓮縣,玉里鎮,23.370733,121.374825,23.368928,121.382931,851.3981470918651
CAC760,國一高架N063K,桃園市,平鎮區,24.952048,121.188097,24.950281,121.196314,851.393813504885
C0C740,觀音工業區,桃園市,觀音區,25.066525,121.106631,25.064767,121.114858,851.3925737952294
CAD710,國三N077K,新竹縣,關西鎮,24.799064,121.181827,24.797294,121.190033,851.3889767065701
467610,成功,臺東縣,成功鎮,23.099296,121.36534,23.097486,121.373428,851.3772872551141
C2C590,觀音,桃園市,觀音區,25.028835,121.145094,25.027072,121.153317,851.3761459767394
C2TA60,六十石,花蓮縣,富里鄉,23.226575,121.310513,23.22477,121.31861,851.3760773878979
C0Z170,卓溪,花蓮縣,卓溪鄉,23.346133,121.294748,23.344331,121.302853,851.3694575947915
C0A9C0,天母,臺北市,士林區,25.119253,121.528939,25.117494,121.537169,851.3646088942852
C0SB50,叭嗡嗡,臺東縣,成功鎮,23.048871,121.335138,23.047062,121.343223,851.3541490903813
C2D720,關西工作站,新竹縣,關西鎮,24.759045,121.176589,24.757275,121.184792,851.3541303460889
C0D700,關西,新竹縣,關西鎮,24.799421,121.165033,24.797653,121.173239,851.335267828675
C2SD50,順那,臺東縣,東河鄉,23.043467,121.285235,23.04166,121.29332,851.3338809044598
CAC770,國三N072K,桃園市,龍潭區,24.838161,121.191163,24.836391,121.199371,851.3310661815086
C0D360,梅花,新竹縣,尖石鄉,24.680119,121.200361,24.678347,121.208558,851.3269538170503
C2H9K0,屯原,南投縣,仁愛鄉,24.069754,121.201235,24.067969,121.209389,851.3140352723194
CAC010,國一S072K,桃園市,楊梅區,24.897595,121.125987,24.89583,121.1342,851.3060146601993
C2H9Q0,北東眼山,南投縣,仁愛鄉,24.122721,121.181145,24.120939,121.189303,851.2983094355662
C0D540,橫山,新竹縣,橫山鄉,24.712925,121.108733,24.711158,121.116933,851.2811303764428
CAD080,國三N085K,新竹縣,關西鎮,24.785096,121.112895,24.78333,121.1211,851.2787833960456
C0C660,楊梅,桃園市,楊梅區,24.914139,121.134833,24.912375,121.143047,851.2704592494306
C0C750,新興坑尾,桃園市,觀音區,25.007827,121.088851,25.006066,121.097072,851.2667980890485
C0S890,關山,臺東縣,關山鎮,23.0413,121.166931,23.0395,121.175017,851.2628797657521
C2H9M0,發祥,南投縣,仁愛鄉,24.155875,121.156357,24.154094,121.164517,851.2610147005125
C0X290,北門,臺南市,北門區,23.269517,120.117367,23.267772,120.125481,851.2592703640373
C0R560,新園,屏東縣,新園鄉,22.545194,120.4535,22.5434,120.461558,851.2427186397304
CAD020,國一N077K,新竹縣,湖口鄉,24.886763,121.080688,24.885,121.0889,851.2273230372084
C2TB60,南安,花蓮縣,卓溪鄉,23.299981,121.253469,23.29818,121.26157,851.2255843828882
467050,新屋,桃園市,新屋區,25.008484,121.039271,25.006725,121.047492,851.2113507831027
C2H9L0,馬烈霸,南投縣,仁愛鄉,24.152982,121.193613,24.1512,121.201772,851.20645057762
C0X230,鹽水,臺南市,鹽水區,23.274339,120.239506,23.272603,120.247622,851.2014426590564
C0Z320,清水林道,花蓮縣,卓溪鄉,23.273047,121.180172,23.27125,121.188272,851.1844663318975
C0C730,中大臨海站,桃園市,新屋區,24.967883,121.000364,24.966128,121.008583,851.1793507986899
C0V400,阿公店,高雄市,燕巢區,22.805944,120.347444,22.804194,120.355528,851.1734923418403
C2H9N0,仁愛東眼,南投縣,仁愛鄉,24.028656,121.112349,24.026875,121.1205,851.1718678720491
C0Z230,和平,花蓮縣,秀林鄉,24.308961,121.761903,24.307169,121.770069,851.1702078170739
C0SB30,新蘭,臺東縣,東河鄉,22.871021,121.215155,22.869214,121.223228,851.1646973137114
C0T9N0,富里,花蓮縣,富里鄉,23.173442,121.241286,23.171639,121.249378,851.1465793588624
C0K400,斗六,雲林縣,斗六市,23.722303,120.532972,23.720575,120.541117,851.1355388761347
CAD030,國一S082K,新竹縣,湖口鄉,24.878431,121.038489,24.87667,121.0467,851.1323283696414
C0SB40,興隆,臺東縣,東河鄉,22.915469,121.249394,22.913661,121.257469,851.126771102137
C0S950,七塊厝,臺東縣,東河鄉,22.957525,121.221089,22.955719,121.229167,851.1231692109775
CAD040,國一S088K,新竹縣,竹北市,24.8462,121.013191,24.84444,121.0214,851.1204988746824
C0Z061,玉里,花蓮縣,玉里鎮,23.323306,121.331556,23.3215,121.339656,851.116326493389
C2FA00,烏石坑,臺中市,和平區,24.275269,120.939447,24.273503,120.947617,851.1061926809622
C0I390,仁愛,南投縣,仁愛鄉,24.023903,121.124056,24.022122,121.132206,851.1028633459603
C0D590,新豐,新竹縣,新豐鄉,24.872436,120.969,24.870678,120.977211,851.094744360841
C0X280,將軍,臺南市,將軍區,23.216733,120.127656,23.214972,120.135761,851.0907577765704
C0T870,鯉魚潭,花蓮縣,壽豐鄉,23.937444,121.500806,23.935639,121.508944,851.0827550380449
C0R190,赤山,屏東縣,萬巒鄉,22.594139,120.60625,22.592333,120.614306,851.0714371348432
C0I490,萬大林道,南投縣,仁愛鄉,23.930008,121.083267,23.928228,121.091411,851.0708296546713
CAD050,國一N094K,新竹市,東區,24.799541,121.000695,24.79778,121.0089,851.0568264329204
C2H9P0,伊拿谷,南投縣,仁愛鄉,23.964991,121.080118,23.963211,121.088264,851.0502114260621
C0SD20,富山,臺東縣,卑南鄉,22.82419,121.182756,22.822383,121.190825,851.0431562614148
C0Z050,佳心,花蓮縣,卓溪鄉,23.347464,121.205061,23.345667,121.213164,851.0322232675499
C2SD70,二層坪,臺東縣,鹿野鄉,22.942853,121.160303,22.94105,121.16838,851.032159270001
C0D690,外湖,新竹縣,新豐鄉,24.919492,120.960497,24.917736,120.968711,851.0309124335754
467571,新竹,新竹縣,竹北市,24.830335,121.006343,24.828575,121.01455,851.027396511172
C2S9B0,利吉,臺東縣,卑南鄉,22.864264,121.146788,22.86246,121.15486,851.0264096338941
C2E430,南庄,苗栗縣,南庄鄉,24.603539,120.992023,24.601775,121.000214,851.0254576038288
C0SB20,富岡,臺東縣,臺東市,22.794274,121.184602,22.792467,121.192669,851.0203991592629
CAD100,西濱N066K,新竹縣,新豐鄉,24.897357,120.956688,24.8956,120.9649,851.0047371549332
C0E930,龍鳳,苗栗縣,竹南鎮,24.701789,120.850928,24.700036,120.859128,850.9952315074195
C2G870,芳苑,彰化縣,芳苑鄉,23.924,120.311861,23.922303,120.320025,850.9913311622734
C2D730,寶山農場,新竹縣,寶山鄉,24.734205,120.967953,24.732444,120.976153,850.989539683905
CAF950,國一N158K,臺中市,后里區,24.334121,120.708967,24.332372,120.717144,850.9885407656229
C0S930,延平,臺東縣,延平鄉,22.904381,121.075983,22.902581,121.084058,850.9828110171802
C0D650,湖口,新竹縣,湖口鄉,24.906556,121.035417,24.904794,121.043628,850.974347488683
C2SD60,明峰,臺東縣,卑南鄉,22.868903,121.110178,22.8671,121.11825,850.9727602334904
C0H890,埔里,南投縣,埔里鎮,23.973944,120.944278,23.972169,120.952425,850.9639677854021
C0E550,明德,苗栗縣,頭屋鄉,24.58525,120.877222,24.583486,120.885411,850.9464100465926
467660,臺東,臺東縣,臺東市,22.754017,121.146522,22.752211,121.154586,850.9322844335554
E2HA20,畢祿溪站,南投縣,仁愛鄉,24.22873,121.300362,24.226944,121.308522,850.930802786553
C0I410,名間,南投縣,名間鄉,23.838817,120.693306,23.837053,120.701447,850.9297045571549
