避難收容處所名稱,縣市及鄉鎮市區,經度,緯度,is_indoor,nearest_station,nearest_aqi,distance_km,risk_label
五峰活動中心,新竹縣,121.073,24.386,True,三義,33,31.75,Normal
金門縣烈嶼鄉林湖村辦公處,金門縣烈嶼鄉,118.248571,24.428328,True,金門,35,6.46,Normal
南坑村集會所暨南外社區活動中心,新竹縣北埔鄉,121.0561,24.6725,True,竹東,20,8.3,Normal
霞雲社區活動中心,桃園市復興區,121.406238,24.814018,True,新北（樹林）,52,15.19,Normal
澤仁里辦公處,桃園市復興區,121.351987,24.820601,True,龍潭,40,14.5,Normal
奎輝里活動中心,桃園市復興區,121.334302,24.797047,True,龍潭,40,14.03,Normal
高義教會,桃園市復興區,121.354462,24.706112,True,龍潭,40,22.41,Normal
東莒老人活動中心,連江縣莒光鄉,119.977206,25.956666,True,馬祖,32,22.05,Normal
福正風景管理處,連江縣莒光鄉,119.985351,25.961848,True,馬祖,32,21.58,Normal
莒光指揮部國軍文康中心,連江縣莒光鄉,119.932125,25.97828,True,馬祖,32,19.62,Normal
田沃老人活動中心,連江縣莒光鄉,119.944922,25.972438,True,馬祖,32,20.17,Normal
青帆老人活動中心,連江縣莒光鄉,119.933712,25.969995,True,馬祖,32,20.52,Normal
敬恆國中小禮堂,連江縣莒光鄉,119.933934,25.970819,True,馬祖,32,20.43,Normal
東莒國小綜合教室,連江縣莒光鄉,119.97711,25.957484,True,馬祖,32,21.96,Normal
上大社區活動中心,桃園市觀音區,121.147333,24.978234,True,平鎮,40,6.37,Normal
武威社區活動中心,桃園市觀音區,121.073317,25.028242,True,觀音,38,1.26,Normal
塔腳社區活動中心,桃園市觀音區,121.154708,25.049298,True,大園,38,4.99,Normal
廣福社區活動中心,桃園市觀音區,121.153383,25.019018,True,大園,38,6.8,Normal
草漯國民小學,桃園市觀音區,121.142939,25.045941,True,觀音,38,6.16,Normal
上大國民小學,桃園市觀音區,121.146755,24.979129,True,平鎮,40,6.47,Normal
崙坪國民小學,桃園市觀音區,121.162676,24.999596,True,平鎮,40,6.67,Normal
富林國民小學,桃園市觀音區,121.1285,25.062195,True,觀音,38,5.47,Normal
樹林國民小學,桃園市觀音區,121.128468,25.062176,True,觀音,38,5.47,Normal
觀音區公所綠資源中心,桃園市觀音區,121.083597,25.028281,True,觀音,38,0.81,Normal
空軍第737戰術戰鬥機聯隊,臺東縣臺東市,121.182415,22.79635,True,臺東,27,5.61,Normal
高雄市前鎮區光華國民小學,高雄市前鎮區,120.32,22.615,True,復興,118,1.08,High Risk
大武國小,臺東縣大武鄉,120.905497,22.365009,True,屏東（枋山）,31,28.58,Normal
尖山國小操場,苗栗縣頭份市,120.894048,24.64686,False,頭份,36,5.58,Normal
高雄市小港區鳳林國民小學,高雄市小港區,120.343,22.527,True,小港,104,4.35,High Risk
大武社區活動中心,屏東縣霧臺鄉,120.754782,22.757534,True,美濃,68,26.92,Normal
和平國小,花蓮縣秀林鄉,121.748879,24.308073,True,冬山,38,36.32,Normal
佳義社區活動中心,屏東縣瑪家鄉,120.630874,22.653475,True,屏東,78,14.82,Normal
中東社區活動中心,彰化縣員林市,120.599689,23.971414,True,員林,59,3.87,Normal
崇實高工體育館,彰化縣員林市,120.574848,23.961057,True,員林,59,1.19,Normal
東芳國小,彰化縣彰化市,120.516345,24.062538,True,彰化,53,2.58,Normal
三義社區活動中心,彰化縣員林市,120.563531,23.95268,True,員林,59,0.99,Normal
大同國中,彰化縣員林市,120.579502,23.963213,True,員林,59,1.67,Normal
員林農工體育館,彰化縣員林市,120.581692,23.955187,True,員林,59,2.01,Normal
員林市員東國小,彰化縣員林市,120.587309,23.961879,True,員林,59,2.45,Normal
員林市員林國中活動中心,彰化縣員林市,120.557085,23.979184,True,員林,59,2.05,Normal
員林市員林國小,彰化縣員林市,120.57921,23.960059,True,員林,59,1.64,Normal
健康公園,臺中市南區,120.667553,24.119757,False,大里,60,2.5,Warning
屏東市信義國小,屏東縣屏東市,120.49197,22.68523,True,屏東,78,1.41,Normal
光隆營區,臺中市太平區,120.7305,24.1112,False,大里,60,5.44,Warning
大快官藝文館,彰化縣彰化市,120.613159,24.068651,True,彰化,53,7.28,Normal
彰德國中勤學樓、育英樓穿堂,彰化縣彰化市,120.589342,24.08054,True,彰化,53,5.12,Normal
介壽社區活動中心,彰化縣彰化市,120.551727,24.070873,True,彰化,53,1.17,Normal
國聖國小,彰化縣彰化市,120.568089,24.092292,True,彰化,53,3.98,Normal
石牌國小,彰化縣彰化市,120.614942,24.058558,True,彰化,53,7.5,Normal
茄苳社區活動中心,彰化縣彰化市,120.547944,24.10378,True,彰化,53,4.25,Normal
三民國小,彰化縣彰化市,120.604547,24.085743,True,彰化,53,6.76,Normal
南北管戲曲音樂館,彰化縣彰化市,120.529851,24.068206,True,彰化,53,1.21,Normal
牛埔社區活動中心,彰化縣彰化市,120.597531,24.081368,True,彰化,53,5.94,Normal
桃源社區活動中心,彰化縣彰化市,120.559047,24.072547,True,彰化,53,1.92,Normal
南興社區活動中心,彰化縣彰化市,120.533189,24.056604,True,彰化,53,1.34,Normal
快官社區活動中心,彰化縣彰化市,120.612013,24.068422,True,彰化,53,7.16,Normal
福山社區活動中心,彰化縣彰化市,120.571394,24.082668,True,彰化,53,3.55,Normal
延和社區活動中心,彰化縣彰化市,120.538252,24.059306,True,彰化,53,0.81,Normal
泰和國小,彰化縣彰化市,120.55168,24.092496,True,彰化,53,3.12,Normal
彰興國中,彰化縣彰化市,120.538251,24.059274,True,彰化,53,0.82,Normal
信義國中小,彰化縣彰化市,120.52814,24.062723,True,彰化,53,1.41,Normal
雅溝社區活動中心,彰化縣和美鎮,120.492521,24.099707,True,線西,52,4.28,Normal
港口社區活動中心,屏東縣滿州鄉,120.8271,21.9912,True,恆春,39,5.39,Normal
恆春國中收容所,屏東縣恆春鎮,120.7475,22.0031,True,恆春,39,6.58,Normal
恆春鎮公所,屏東縣恆春鎮,120.7474,22.0038,True,恆春,39,6.65,Normal
永靖社區活動中心,屏東縣滿州鄉,120.8092,22.0052,True,恆春,39,5.64,Normal
永港國民小學,屏東縣滿州鄉,120.817377,22.005679,True,恆春,39,6.05,Normal
恒春國小收容所,屏東縣恆春鎮,120.7466,22.0064,True,恆春,39,6.92,Normal
僑勇國小收容所,屏東縣恆春鎮,120.7442,22.0087,True,恆春,39,7.28,Normal
滿州國民小學,屏東縣滿州鄉,120.838101,22.020382,True,恆春,39,8.59,Normal
屏東縣滿州鄉公所,屏東縣滿州鄉,120.8386,22.0209,True,恆春,39,8.66,Normal
舊蘭嶼國小,臺東縣蘭嶼鄉,121.5546,22.0211,True,恆春,39,79.26,Normal
滿州社區活動中心,屏東縣滿州鄉,120.8371,22.0233,True,恆春,39,8.79,Normal
屏東縣滿州鄉圖書館,屏東縣滿州鄉,120.8377,22.0243,True,恆春,39,8.92,Normal
滿州國民中學,屏東縣滿州鄉,120.839695,22.024499,True,恆春,39,9.05,Normal
蘭恩活動中心,臺東縣蘭嶼鄉,121.539,22.026,True,恆春,39,77.7,Normal
蘭嶼國民小學,臺東縣蘭嶼鄉,121.5266,22.0302,True,恆春,39,76.48,Normal
響林活動中心,屏東縣滿州鄉,120.8335,22.0377,True,恆春,39,9.98,Normal
椰油國民小學,臺東縣蘭嶼鄉,121.5176,22.0453,True,恆春,39,75.75,Normal
蘭嶼完全高級中學,臺東縣蘭嶼鄉,121.5126,22.0494,True,恆春,39,75.3,Normal
屏東縣立車城國小保力分校,屏東縣車城鄉,120.7275,22.0561,True,恆春,39,12.61,Normal
屏東縣立車城國小射寮分校,屏東縣車城鄉,120.7118,22.0567,True,恆春,39,13.55,Normal
屏東縣立車城國中,屏東縣車城鄉,120.7165,22.0729,True,恆春,39,14.79,Normal
高士國小牡林分校,屏東縣牡丹鄉,120.8139,22.0731,True,恆春,39,13.05,Normal
長樂村長壽俱樂部,屏東縣滿州鄉,120.8258,22.0742,True,恆春,39,13.46,Normal
屏東縣立車城國小,屏東縣車城鄉,120.7146,22.0749,True,恆春,39,15.08,Normal
長樂國小,屏東縣滿州鄉,120.8286,22.0755,True,恆春,39,13.68,Normal
車城福安宮香客大樓,屏東縣車城鄉,120.7119,22.0766,True,恆春,39,15.39,Normal
朗島國小,臺東縣蘭嶼鄉,121.5286,22.0792,True,恆春,39,77.43,Normal
屏東縣立車城國小溫泉分校,屏東縣車城鄉,120.7487,22.096,True,恆春,39,15.89,Normal
九棚永久屋大愛基地活動中心,屏東縣滿州鄉,120.87378,22.111079,True,恆春,39,19.13,Normal
高士國小,屏東縣牡丹鄉,120.847,22.1248,True,恆春,39,19.48,Normal
石門村活動中心,屏東縣牡丹鄉,120.774,22.1254,True,恆春,39,18.67,Normal
港仔活動中心,屏東縣滿州鄉,120.8815,22.1334,True,恆春,39,21.71,Normal
竹坑活動中心,屏東縣獅子鄉,120.7012,22.1454,True,屏東（枋山）,31,13.83,Normal
牡丹國小,屏東縣牡丹鄉,120.8377,22.1766,True,屏東（枋山）,31,21.34,Normal
楓港國民小學,屏東縣枋山鄉,120.6922,22.1902,True,屏東（枋山）,31,8.91,Normal
旭海村活動中心,屏東縣牡丹鄉,120.8786,22.1917,True,屏東（枋山）,31,24.61,Normal
楓港老人文康中心,屏東縣枋山鄉,120.6895,22.193,True,屏東（枋山）,31,8.5,Normal
楓林國小,屏東縣獅子鄉,120.7038,22.2022,True,屏東（枋山）,31,8.46,Normal
丹路國小,屏東縣獅子鄉,120.7515,22.2034,True,屏東（枋山）,31,12.12,Normal
獅子鄉立綜合體育館,屏東縣獅子鄉,120.7014,22.2051,True,屏東（枋山）,31,8.06,Normal
東源村活動中心,屏東縣牡丹鄉,120.851,22.2052,True,屏東（枋山）,31,21.45,Normal
內文活動中心,屏東縣獅子鄉,120.8507,22.2183,True,屏東（枋山）,31,21.05,Normal
獅子活動中心,屏東縣獅子鄉,120.6805,22.2323,True,屏東（枋山）,31,4.36,Normal
草埔活動中心,屏東縣獅子鄉,120.8014,22.2341,True,屏東（枋山）,31,15.72,Normal
枋山鄉公所,屏東縣枋山鄉,120.6524235,22.26396799,True,屏東（枋山）,31,0.36,Normal
枋寮高中正成分校,屏東縣枋山鄉,120.6606,22.2643,True,屏東（枋山）,31,1.01,Normal
南田基督教會,臺東縣達仁鄉,120.890256,22.276682,True,屏東（枋山）,31,24.63,Normal
森永活動中心,臺東縣達仁鄉,120.864826,22.280641,True,屏東（枋山）,31,22.06,Normal
南田活動中心,臺東縣達仁鄉,120.888972,22.286514,True,屏東（枋山）,31,24.6,Normal
安朔基督教會,臺東縣達仁鄉,120.866016,22.292996,True,屏東（枋山）,31,22.36,Normal
安朔集會所,臺東縣達仁鄉,120.867753,22.293497,True,屏東（枋山）,31,22.55,Normal
安朔國小,臺東縣達仁鄉,120.868276,22.294292,True,屏東（枋山）,31,22.61,Normal
達仁鄉公所禮堂,臺東縣達仁鄉,120.883062,22.297005,True,屏東（枋山）,31,24.17,Normal
大南國民小學,臺東縣卑南鄉,121.016385,22.301654,True,屏東（枋山）,31,37.82,Normal
內獅國小,屏東縣獅子鄉,120.6427,22.3052,True,屏東（枋山）,31,5.01,Normal
南興村社區活動中心,臺東縣大武鄉,120.8867,22.3104,True,屏東（枋山）,31,24.82,Normal
南福社區活動中心,屏東縣琉球鄉,120.3634,22.3284,True,屏東（琉球）,72,3.01,Normal
加祿國民小學,屏東縣枋山鄉,120.6211,22.3302,True,屏東（枋山）,31,8.32,Normal
大福社區活動中心,屏東縣琉球鄉,120.3708,22.3338,True,屏東（琉球）,72,2.15,Normal
琉球國中,屏東縣琉球鄉,120.3685,22.336,True,屏東（琉球）,72,2.01,Normal
琉球國小,屏東縣琉球鄉,120.3683,22.3371,True,屏東（琉球）,72,1.92,Normal
尚武村社區活動中心,臺東縣大武鄉,120.8818,22.342,True,屏東（枋山）,31,25.35,Normal
大武鄉立托兒所,臺東縣大武鄉,120.8806,22.3425,True,屏東（枋山）,31,25.26,Normal
全德國小,屏東縣琉球鄉,120.3692,22.3462,True,屏東（琉球）,72,1.06,Normal
琉球鄉公所,屏東縣琉球鄉,120.3837,22.3501,True,屏東（琉球）,72,0.71,Normal
老人文康活動中心,屏東縣枋寮鄉,120.5997,22.3562,True,屏東（枋山）,31,11.86,Normal
大武老人會館,臺東縣大武鄉,120.9038,22.3564,True,屏東（枋山）,31,28.05,Normal
大武鄉多功能綜合活動中心暨避難收容所,臺東縣大武鄉,120.9064,22.3581,True,屏東（枋山）,31,28.36,Normal
古華社區活動中心,屏東縣春日鄉,120.6281,22.3596,True,屏東（枋山）,31,11.24,Normal
大武村社區活動中心,臺東縣大武鄉,120.8975,22.3596,True,屏東（枋山）,31,27.59,Normal
古華國民小學,屏東縣春日鄉,120.626,22.361,True,屏東（枋山）,31,11.43,Normal
僑德國小,屏東縣枋寮鄉,120.6,22.3631,True,屏東（枋山）,31,12.54,Normal
枋寮國小,屏東縣枋寮鄉,120.5908,22.3678,True,屏東（枋山）,31,13.43,Normal
士文聚會所,屏東縣春日鄉,120.6639,22.3685,True,屏東（枋山）,31,12.03,Normal
古華國民小學-士文分校,屏東縣春日鄉,120.6635,22.3689,True,屏東（枋山）,31,12.07,Normal
春日社區活動中心,屏東縣春日鄉,120.6243,22.3703,True,屏東（枋山）,31,12.48,Normal
春日國民小學,屏東縣春日鄉,120.627,22.3703,True,屏東（枋山）,31,12.42,Normal
枋寮高中,屏東縣枋寮鄉,120.5908,22.3711,True,屏東（枋山）,31,13.75,Normal
臺東縣立安朔國小新化分校,臺東縣達仁鄉,120.856773,22.381551,True,屏東（枋山）,31,25.02,Normal
建興國小,屏東縣枋寮鄉,120.6019,22.387,True,屏東（枋山）,31,14.92,Normal
屏東市復興公園,屏東縣屏東市,120.2857,22.3931,False,屏東（琉球）,72,10.45,Warning
國立屏東高級工業職業學校,屏東縣屏東市,120.2912,22.3948,True,屏東（琉球）,72,10.03,Normal
東海國小,屏東縣枋寮鄉,120.5773,22.4013,True,潮州,74,13.65,Normal
屏東市千禧公園,屏東縣屏東市,120.2952,22.4044,False,屏東（琉球）,72,10.24,Warning
東海國小太源分校,屏東縣枋寮鄉,120.593,22.4082,True,潮州,74,13.19,Normal
國立佳冬高農,屏東縣佳冬鄉,120.5584,22.409,True,潮州,74,12.69,Normal
屏東市廣興公園,屏東縣屏東市,120.2915,22.413,False,屏東（琉球）,72,11.11,Warning
加津林活動中心,臺東縣大武鄉,120.9223,22.4162,True,屏東（枋山）,31,32.77,Normal
佳冬鄉立幼兒園,屏東縣佳冬鄉,120.5669,22.423,True,潮州,74,11.15,Normal
力里國民小學,屏東縣春日鄉,120.629,22.4277,True,潮州,74,12.69,Normal
春日鄉立老人文康中心,屏東縣春日鄉,120.6279,22.428,True,潮州,74,12.6,Normal
佳冬國中,屏東縣佳冬鄉,120.5668,22.4285,True,潮州,74,10.54,Normal
屏東縣林邊鄉崎峰活動中心,屏東縣林邊鄉,120.4902,22.4298,True,林園,85,9.77,Normal
來義鄉文物館,屏東縣來義鄉,120.6379,22.435,True,潮州,74,12.57,Normal
南和國小,屏東縣來義鄉,120.6426,22.4364,True,潮州,74,12.77,Normal
屏東縣林邊鄉仁和國民小學,屏東縣林邊鄉,120.5114,22.4374,True,潮州,74,10.82,Normal
土?天主堂,臺東縣達仁鄉,120.886914,22.453848,True,屏東（枋山）,31,32.35,Normal
臺東縣立土?國小,臺東縣達仁鄉,120.887664,22.453853,True,屏東（枋山）,31,32.41,Normal
達仁鄉立土?托兒所,臺東縣達仁鄉,120.885982,22.454897,True,屏東（枋山）,31,32.36,Normal
大潭國小,屏東縣東港鎮,120.495771,22.456799,True,林園,85,8.99,Normal
愛國蒲分校,臺東縣大武鄉,120.9227,22.4575,True,屏東（枋山）,31,35.44,Normal
以栗國小,屏東縣東港鎮,120.4629,22.4624,True,林園,85,5.59,Normal
東隆宮香客大樓,屏東縣東港鎮,120.4488,22.4631,True,林園,85,4.22,Normal
太麻里鄉多良村辦公處,臺東縣太麻里鄉,120.9414,22.4631,True,屏東（枋山）,31,37.34,Normal
東隆國小,屏東縣東港鎮,120.449937,22.463386,True,林園,85,4.31,Normal
望嘉警察派出所,屏東縣來義鄉,120.6218,22.4636,True,潮州,74,9.09,Normal
屏東縣林邊鄉竹林國民小學,屏東縣林邊鄉,120.5331,22.4642,True,潮州,74,7.16,Normal
東港高中,屏東縣東港鎮,120.4555,22.4652,True,林園,85,4.77,Normal
東光國小,屏東縣東港鎮,120.4596,22.4694,True,林園,85,5.04,Normal
東港國小,屏東縣東港鎮,120.4547,22.4707,True,林園,85,4.52,Normal
新埤鄉立幼兒園,屏東縣新埤鄉,120.611,22.4754,True,潮州,74,7.37,Normal
臺東縣台?國民小學,臺東縣達仁鄉,120.9077,22.47755,True,屏東（枋山）,31,35.7,Normal
台?活動中心,臺東縣達仁鄉,120.9081,22.47805,True,屏東（枋山）,31,35.77,Normal
東興國小,屏東縣東港鎮,120.4657,22.4784,True,林園,85,5.54,Normal
台?基督教會,臺東縣達仁鄉,120.913513,22.479837,True,屏東（枋山）,31,36.31,Normal
啦里吧活動中心,臺東縣達仁鄉,120.9136,22.48099,True,屏東（枋山）,31,36.41,Normal
新埤國小,屏東縣新埤鄉,120.5653,22.4844,True,潮州,74,4.32,Normal
高雄市立中芸國民中學,高雄市林園區,120.395311,22.485875,True,林園,85,1.83,Normal
中芸國小,高雄市林園區,120.3967,22.4871,True,林園,85,1.76,Normal
烏龍國小,屏東縣新園鄉,120.4581,22.4877,True,林園,85,4.85,Normal
鹽洲國小,屏東縣新園鄉,120.4408,22.4883,True,林園,85,3.14,Normal
溪北社區活動中心,屏東縣南州鄉,120.5111,22.4945,True,潮州,74,6.05,Normal
溪北國小,屏東縣南州鄉,120.5111,22.4957,True,潮州,74,5.98,Normal
文樂活動中心,屏東縣來義鄉,120.6243,22.4999,True,潮州,74,6.98,Normal
高雄市林園區港埔國民小學,高雄市林園區,120.378585,22.504297,True,林園,85,4.38,Normal
高雄市林園區王公國民小學,高雄市林園區,120.388254,22.504698,True,林園,85,3.7,Normal
高雄市林園區林園國民小學,高雄市林園區,120.394303,22.506778,True,林園,85,3.52,Normal
林園區長青文康活動中心,高雄市林園區,120.3945,22.5087,True,林園,85,3.7,Normal
港西國小,屏東縣新園鄉,120.4556,22.5087,True,林園,85,5.55,Normal
來義鄉新來義部落多功能活動中心,屏東縣來義鄉,120.5825,22.5087,True,潮州,74,2.71,Normal
潮南國小,屏東縣潮州鎮,120.534672,22.512958,True,潮州,74,2.95,Normal
南榮國中,屏東縣崁頂鄉,120.5184,22.5134,True,潮州,74,4.52,Normal
崁頂國小,屏東縣崁頂鄉,120.5118,22.5141,True,潮州,74,5.17,Normal
高雄市小港區鳳鳴國民小學,高雄市小港區,120.357564,22.515082,True,小港,104,6.0,High Risk
崁頂老人文康中心,屏東縣崁頂鄉,120.5069,22.5152,True,潮州,74,5.64,Normal
高雄市立林園高級中學,高雄市林園區,120.395661,22.516726,True,林園,85,4.46,Normal
丹林活動中心,屏東縣來義鄉,120.6348,22.5174,True,潮州,74,7.59,Normal
高雄市小港區鳳林國民中學,高雄市小港區,120.348385,22.52185,True,小港,104,5.01,High Risk
潮東國小,屏東縣潮州鎮,120.5609105,22.52309297,True,潮州,74,0.03,Normal
新園國小,屏東縣新園鄉,120.4519,22.5241,True,大寮,113,5.22,High Risk
歷坵活動中心 Liqiu Activity Center,臺東縣金峰鄉,120.926439,22.526384,True,臺東,27,34.3,Normal
古樓國小,屏東縣來義鄉,120.6258,22.5275,True,潮州,74,6.66,Normal
高雄市林園區金潭國民小學,高雄市林園區,120.396078,22.528055,True,大寮,113,5.01,High Risk
金崙溫泉長老教會,臺東縣太麻里鄉,120.937667,22.530918,True,臺東,27,33.16,Normal
賓茂國小 Binmao Elementary School,臺東縣金峰鄉,120.95583,22.532403,True,臺東,27,31.84,Normal
賓茂活動中心 Binmao Activity Center,臺東縣金峰鄉,120.961712,22.532592,True,臺東,27,31.44,Normal
金崙活動中心,臺東縣太麻里鄉,120.964363,22.533379,True,臺東,27,31.21,Normal
光春國中,屏東縣潮州鎮,120.539763,22.534662,True,潮州,74,2.55,Normal
力社國小,屏東縣崁頂鄉,120.5092,22.5388,True,潮州,74,5.62,Normal
義仁里社區活動中心,高雄市大寮區,120.403252,22.539227,True,大寮,113,3.58,High Risk
光春國小,屏東縣潮州鎮,120.536872,22.540379,True,潮州,74,3.15,Normal
高雄市大寮區昭明國小,高雄市大寮區,120.408514,22.54239,True,大寮,113,2.97,High Risk
新園鄉公所,屏東縣新園鄉,120.4615,22.5438,True,大寮,113,4.35,High Risk
仙吉國小,屏東縣新園鄉,120.4611,22.5443,True,大寮,113,4.29,High Risk
四林國小,屏東縣潮州鎮,120.569267,22.544592,True,潮州,74,2.53,Normal
新園國中,屏東縣新園鄉,120.461,22.5452,True,大寮,113,4.23,High Risk
光華國小,屏東縣潮州鎮,120.543657,22.547268,True,潮州,74,3.23,Normal
鎮立幼兒園,屏東縣潮州鎮,120.550815,22.547719,True,潮州,74,2.94,Normal
潮州國小,屏東縣潮州鎮,120.541139,22.548406,True,潮州,74,3.49,Normal
佳佐國小中興分校,屏東縣萬巒鄉,120.6123,22.5491,True,潮州,74,5.99,Normal
瓦?國小,屏東縣新園鄉,120.4747,22.5523,True,大寮,113,5.24,High Risk
平和活動中心,屏東縣泰武鄉,120.6293,22.5527,True,潮州,74,7.73,Normal
潮州國中,屏東縣潮州鎮,120.542947,22.554008,True,潮州,74,3.91,Normal
會結里社區活動中心,高雄市大寮區,120.424982,22.554827,True,大寮,113,1.04,High Risk
潮和國小,屏東縣潮州鎮,120.538038,22.556803,True,潮州,74,4.44,Normal
潮昇國小,屏東縣潮州鎮,120.547724,22.557031,True,潮州,74,4.02,Normal
新厝里社區活動中心,高雄市大寮區,120.40918,22.560361,True,大寮,113,1.71,High Risk
高雄市小港區小港國民小學,高雄市小港區,120.336089,22.56103,True,小港,104,0.56,High Risk
志成佛寺,屏東縣萬巒鄉,120.5629,22.5614,True,潮州,74,4.26,Normal
高雄市小港區鳳陽國民小學,高雄市小港區,120.370393,22.561551,True,小港,104,3.39,High Risk
潮寮老人活動中心,高雄市大寮區,120.430298,22.562091,True,大寮,113,0.56,High Risk
新庄國小,屏東縣萬丹鄉,120.4803,22.5622,True,大寮,113,5.65,High Risk
高雄市立潮寮國民中學,高雄市大寮區,120.425175,22.563415,True,大寮,113,0.08,High Risk
高雄市小港區二苓國民小學,高雄市小港區,120.3533,22.5638,True,小港,104,1.61,High Risk
高雄市立小港高級中學,高雄市小港區,120.357413,22.565249,True,小港,104,2.02,High Risk
高雄市大寮區潮寮國小,高雄市大寮區,120.425144,22.565716,True,大寮,113,0.18,High Risk
國立高雄餐旅大學附屬餐旅高級中等學校,高雄市小港區,120.371763,22.566216,True,小港,104,3.49,High Risk
高雄市小港區漢民國民小學,高雄市小港區,120.35926,22.566473,True,小港,104,2.21,High Risk
高雄市立中山國民中學,高雄市小港區,120.356421,22.56665,True,小港,104,1.92,High Risk
高雄市立小港國民中學,高雄市小港區,120.338056,22.566732,True,小港,104,0.11,High Risk
高雄市小港區華山國民小學,高雄市小港區,120.3657,22.5677,True,小港,104,2.88,High Risk
高雄市小港區港和國民小學,高雄市小港區,120.3379,22.5681,True,小港,104,0.25,High Risk
佳興活動中心,屏東縣泰武鄉,120.6631,22.5703,True,潮州,74,11.71,Normal
佳佐國小,屏東縣萬巒鄉,120.5956,22.5712,True,潮州,74,6.41,Normal
萬巒鄉公所展覽廳,屏東縣萬巒鄉,120.5678,22.5725,True,潮州,74,5.53,Normal
高雄市前鎮區佛公國民小學,高雄市前鎮區,120.320909,22.572651,True,小港,104,1.89,High Risk
萬巒國小,屏東縣萬巒鄉,120.5723,22.5727,True,潮州,74,5.63,Normal
大明國小,屏東縣竹田鄉,120.5251,22.5756,True,潮州,74,6.91,Normal
過溪里社區活動中心,高雄市大寮區,120.418885,22.576183,True,大寮,113,1.49,High Risk
武潭活動中心,屏東縣泰武鄉,120.6361,22.578,True,潮州,74,9.82,Normal
西方道堂,屏東縣萬巒鄉,120.6297,22.5802,True,潮州,74,9.48,Normal
高雄市前鎮區明正國民小學,高雄市前鎮區,120.326581,22.580243,True,小港,104,1.97,High Risk
高雄市立明義國民中學,高雄市小港區,120.368282,22.582027,True,小港,104,3.62,High Risk
清山寺,高雄市大寮區,120.385461,22.582377,True,大寮,113,4.57,High Risk
萬丹國小,屏東縣萬丹鄉,120.4887,22.5826,True,大寮,113,6.82,High Risk
竹田國小,屏東縣竹田鄉,120.544,22.5828,True,潮州,74,6.87,Normal
高雄市小港區桂林國民小學,高雄市小港區,120.350425,22.583128,True,小港,104,2.32,High Risk
高雄市立前鎮國民中學,高雄市前鎮區,120.321031,22.583367,True,小港,104,2.6,High Risk
高雄市小港區明義國民小學,高雄市小港區,120.3678,22.5834,True,小港,104,3.65,High Risk
竹田鄉公所,屏東縣竹田鄉,120.544,22.5847,True,潮州,74,7.07,Normal
富翔天廈,高雄市大寮區,120.380306,22.584752,True,小港,104,4.85,High Risk
高雄市前鎮區前鎮國民小學,高雄市前鎮區,120.308702,22.585437,True,前鎮,115,2.11,High Risk
高雄市立興仁國民中學,高雄市前鎮區,120.3139,22.5863,True,前鎮,115,2.1,High Risk
高雄市立前鎮高級中學,高雄市前鎮區,120.32001,22.586862,True,前鎮,115,2.29,High Risk
香蘭國小,臺東縣太麻里鄉,120.993452,22.587759,True,臺東,27,24.63,Normal
高雄市旗津區大汕國民小學,高雄市旗津區,120.2877,22.5879,True,前鎮,115,2.81,High Risk
高雄市立旗津國民中學,高雄市旗津區,120.286,22.5885,True,前鎮,115,2.9,High Risk
萬巒鄉立幼兒園泗溝分班,屏東縣萬巒鄉,120.58,22.5885,True,潮州,74,7.52,Normal
圖書館,屏東縣萬丹鄉,120.4849,22.589,True,大寮,113,6.71,High Risk
萬丹鄉行政中心,屏東縣萬丹鄉,120.485,22.5894,True,大寮,113,6.74,High Risk
高雄市旗津區公所5樓大禮堂,高雄市旗津區,120.284774,22.589974,True,前鎮,115,2.91,High Risk
佛聖宮,高雄市大寮區,120.381144,22.590008,True,鳳山,115,4.89,High Risk
高雄市鳳山區過埤國民小學,高雄市鳳山區,120.362405,22.590382,True,小港,104,3.72,High Risk
高雄市立福誠高級中學,高雄市鳳山區,120.323885,22.590487,True,前鎮,115,2.23,High Risk
高雄市前鎮區鎮昌國民小學,高雄市前鎮區,120.317983,22.590548,True,前鎮,115,1.84,High Risk
五溝國小,屏東縣萬巒鄉,120.594,22.5908,True,潮州,74,8.25,Normal
高雄市大寮區大寮國民小學,高雄市大寮區,120.416445,22.590861,True,大寮,113,3.11,High Risk
佳平活動中心,屏東縣泰武鄉,120.628948,22.591406,True,潮州,74,10.3,Normal
大寮里社區活動中心,高雄市大寮區,120.416643,22.591471,True,大寮,113,3.17,High Risk
泰武國中,屏東縣泰武鄉,120.6333,22.5915,True,潮州,74,10.62,Normal
澳洲特區,高雄市大寮區,120.396834,22.591949,True,大寮,113,4.26,High Risk
荷蘭町,高雄市大寮區,120.399701,22.591993,True,大寮,113,4.06,High Risk
興華國小,屏東縣萬丹鄉,120.4615,22.5929,True,大寮,113,4.9,High Risk
高雄市政府社會局無障礙之家,高雄市前鎮區,120.3153,22.5941,True,前鎮,115,1.36,High Risk
高雄市鳳山區南成國民小學,高雄市鳳山區,120.335487,22.594316,True,復興,118,2.89,High Risk
龍成宮,高雄市鳳山區,120.3283,22.5945,True,復興,118,2.3,High Risk
米蘭特區,高雄市大寮區,120.388157,22.594653,True,鳳山,115,4.88,High Risk
四維國小,屏東縣萬丹鄉,120.49,22.595,True,大寮,113,7.48,High Risk
