避難收容處所名稱,縣市及鄉鎮市區,經度,緯度,is_indoor,nearest_station,nearest_aqi,distance_km,risk_label
田尾社區活動中心,彰化縣田尾鄉,120.508138,23.897399,True,員林,59,9.07,Normal
社頭國小,彰化縣社頭鄉,120.584451,23.897442,True,員林,59,7.45,Normal
二林鎮鎮立幼兒園,彰化縣二林鎮,120.3707,23.8976,True,二林,61,5.01,Normal
興華社區活動中心,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
萬興國中,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
圓和宮,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
民眾活動中心,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
育德國小,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
梅芳社區活動中心,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
慈靈宮,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
廣福宮,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
東興社區活動中心,彰化縣二林鎮,120.366378,23.898143,True,二林,61,5.33,Normal
麒麟宮代化堂集會所,南投縣魚池鄉,120.9396,23.8983,True,埔里,53,8.35,Normal
永豐社區活動中心,彰化縣埤頭鄉,120.450794,23.898467,True,二林,61,5.13,Normal
新興社區活動中心,彰化縣田尾鄉,120.558394,23.898593,True,員林,59,7.02,Normal
魚池國小,南投縣魚池鄉,120.9373,23.899,True,埔里,53,8.37,Normal
長興長寮尾活動中心,南投縣魚池鄉,120.9533,23.8992,True,埔里,53,7.88,Normal
龍安社區活動中心,南投縣中寮鄉,120.7592,23.8996,True,南投,64,7.66,Normal
月眉活動中心,花蓮縣壽豐鄉,121.554,23.8996,True,花蓮,22,9.23,Normal
二林國小,彰化縣二林鎮,120.3716,23.8999,True,二林,61,4.78,Normal
中正國小,彰化縣二林鎮,120.3773,23.8999,True,二林,61,4.33,Normal
新厝社區活動中心,彰化縣田尾鄉,120.503867,23.899999,True,員林,59,9.12,Normal
原斗國小,彰化縣二林鎮,120.3754,23.9005,True,二林,61,4.43,Normal
社頭國中,彰化縣社頭鄉,120.582081,23.901267,True,員林,59,6.98,Normal
仁豐國小,彰化縣田尾鄉,120.508227,23.902513,True,員林,59,8.62,Normal
三和里災民收容所里集會所,南投縣南投市,120.6859,23.9026,True,南投,64,1.16,Normal
豐田社區活動中心,彰化縣田尾鄉,120.510873,23.903422,True,員林,59,8.37,Normal
三興里災民收容所南投高商活動中心,南投縣南投市,120.6853,23.9039,True,南投,64,1.01,Normal
打簾社區活動中心,彰化縣田尾鄉,120.529979,23.904866,True,員林,59,7.15,Normal
志學活動中心,花蓮縣壽豐鄉,121.5322,23.9053,True,花蓮,22,10.05,Normal
崇文里災民收容所南投國小活動中心,南投縣南投市,120.6839,23.9058,True,南投,64,0.81,Normal
彰仁里災民收容所南投國小活動中心,南投縣南投市,120.6839,23.9058,True,南投,64,0.81,Normal
新城村避難所,南投縣魚池鄉,120.9259,23.9059,True,埔里,53,8.2,Normal
中寮國小活動中心,南投縣中寮鄉,120.8067,23.906,True,南投,64,12.36,Normal
新莊社區活動中心,彰化縣永靖鄉,120.553913,23.906852,True,員林,59,6.16,Normal
永靖國中,彰化縣永靖鄉,120.553913,23.906852,True,員林,59,6.16,Normal
原斗社區活動中心,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
西斗社區活動中心,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
東和里集會所,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
大永社區活動中心,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
東勢社區活動中心,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
新興宮,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
復豐社區活動中心,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
慈聖?,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
南光社區活動中心,彰化縣二林鎮,120.436185,23.907276,True,二林,61,3.35,Normal
中正村社區活動中心,南投縣仁愛鄉,120.98989,23.907318,True,埔里,53,7.2,Normal
朝興國小,彰化縣社頭鄉,120.604063,23.908289,True,員林,59,7.24,Normal
養靈社區活動養靈社區活動中心山楂腳,南投縣魚池鄉,120.9149,23.9089,True,埔里,53,8.57,Normal
振興里災民收容所里辦公處,南投縣南投市,120.6961,23.9095,True,南投,64,1.16,Normal
仁和里災民收容所市區7里聯合辦公處,南投縣南投市,120.6858,23.9101,True,南投,64,0.33,Normal
南投里災民收容所市區七里聯合辦公處,南投縣南投市,120.6858,23.9101,True,南投,64,0.33,Normal
三民里災民收容所南投高中,南投縣南投市,120.6809,23.9105,True,南投,64,0.53,Normal
湳港社區活動中心,彰化縣永靖鄉,120.548393,23.910928,True,員林,59,5.83,Normal
五福社區活動中心,彰化縣永靖鄉,120.541084,23.911429,True,員林,59,6.01,Normal
溪畔社區活動中心,彰化縣田尾鄉,120.536106,23.912249,True,員林,59,6.14,Normal
福山里災民收容所社區活動中心,南投縣南投市,120.6376,23.9131,True,南投,64,4.85,Normal
平和里災民收容所平和國小活動中心,南投縣南投市,120.6912,23.9132,True,南投,64,0.6,Normal
龍泉里災民收容所康壽國小活動中心,南投縣南投市,120.6863,23.9133,True,南投,64,0.11,Normal
康壽里災民收容所康壽國小活動中心,南投縣南投市,120.6863,23.9133,True,南投,64,0.11,Normal
漳和里災民收容所漳和里活動中心,南投縣南投市,120.6738,23.9134,True,南投,64,1.17,Normal
漳和里災民收容所南投國中活動中心,南投縣南投市,120.6769,23.9137,True,南投,64,0.86,Normal
武界基督長老教會,南投縣仁愛鄉,121.042737,23.913769,True,埔里,53,9.76,Normal
港西社區活動中心,彰化縣永靖鄉,120.541515,23.914104,True,員林,59,5.72,Normal
漳興里災民收容所社區活動中心,南投縣南投市,120.681,23.9146,True,南投,64,0.47,Normal
大雁村集會所,南投縣魚池鄉,120.9193,23.9166,True,埔里,53,7.63,Normal
豐崙國小,彰化縣埤頭鄉,120.4602,23.9172,True,二林,61,5.21,Normal
陸豐國小,彰化縣田尾鄉,120.505044,23.917345,True,員林,59,7.69,Normal
永南社區活動中心,彰化縣永靖鄉,120.542396,23.918325,True,員林,59,5.25,Normal
福興社區活動中心,彰化縣永靖鄉,120.513506,23.918644,True,員林,59,6.95,Normal
橋頭國小,彰化縣社頭鄉,120.579834,23.9187,True,員林,59,5.06,Normal
沛霖宮,彰化縣田尾鄉,120.498374,23.918704,True,員林,59,8.13,Normal
獨鰲社區活動中心,彰化縣永靖鄉,120.531449,23.919024,True,員林,59,5.73,Normal
共和國小,南投縣魚池鄉,120.9663,23.9192,True,埔里,53,5.52,Normal
池南活動中心,花蓮縣壽豐鄉,121.506,23.9197,True,花蓮,22,11.12,Normal
浮圳社區活動中心,彰化縣永靖鄉,120.560075,23.920049,True,員林,59,4.63,Normal
湳雅國小,彰化縣社頭鄉,120.601444,23.920353,True,員林,59,6.01,Normal
崙美社區活動中心,彰化縣永靖鄉,120.538616,23.920355,True,員林,59,5.22,Normal
軍功里災民收容所里活動中心,南投縣南投市,120.7003,23.9208,True,南投,64,1.75,Normal
後寮國小,彰化縣芳苑鄉,120.3417,23.9209,True,二林,61,6.92,Normal
陸豐社區活動中心,彰化縣田尾鄉,120.50099,23.920935,True,員林,59,7.77,Normal
張厝村集會所,彰化縣社頭鄉,120.50099,23.920935,True,員林,59,7.77,Normal
平山里災民收容所平山里辦公處,南投縣南投市,120.6749,23.921,True,南投,64,1.38,Normal
甘霖宮,彰化縣永靖鄉,120.541331,23.92112,True,員林,59,5.02,Normal
福盛社區活動中心,南投縣中寮鄉,120.7318,23.9236,True,南投,64,4.87,Normal
東山里災民收容所觀音寺,南投縣南投市,120.7167,23.9238,True,南投,64,3.41,Normal
聖興宮,彰化縣永靖鄉,120.569898,23.923805,True,員林,59,4.26,Normal
竹子社區活動中心,彰化縣永靖鄉,120.503855,23.924464,True,員林,59,7.31,Normal
鳳鳴里災民收容所鳳鳴國中禮堂,南投縣南投市,120.6397,23.9248,True,南投,64,4.82,Normal
四芳社區活動中心,彰化縣永靖鄉,120.522486,23.925579,True,員林,59,5.76,Normal
同安社區活動中心,彰化縣永靖鄉,120.528556,23.925671,True,員林,59,5.32,Normal
光雲社區活動中心,彰化縣永靖鄉,120.555617,23.92713,True,員林,59,3.91,Normal
湳墘社區活動中心,彰化縣永靖鄉,120.532649,23.92828,True,員林,59,4.83,Normal
同仁社區活動中心,彰化縣永靖鄉,120.532649,23.92828,True,員林,59,4.83,Normal
新興里災民收容所新豐國小禮堂,南投縣南投市,120.6724,23.9294,True,南投,64,2.25,Normal
麒麟國小,南投縣埔里鎮,120.99,23.9304,True,埔里,53,4.83,Normal
崙子社區活動中心,彰化縣永靖鄉,120.566311,23.930578,True,員林,59,3.46,Normal
五汴社區活動中心,彰化縣永靖鄉,120.558809,23.9307,True,員林,59,3.46,Normal
西勢社區活動中心,彰化縣溪湖鎮,120.476644,23.931225,True,二林,61,6.84,Normal
愛蘭里集會所,南投縣埔里鎮,120.9902,23.9314,True,埔里,53,4.74,Normal
和興社區活動中心,南投縣中寮鄉,120.7501,23.9322,True,南投,64,6.92,Normal
內興里災民收容所德興國小活動中心,南投縣南投市,120.693,23.9325,True,南投,64,2.31,Normal
光華活動中心,花蓮縣吉安鄉,121.578,23.934,True,花蓮,22,4.7,Normal
義和村集會所,南投縣中寮鄉,120.7601,23.9349,True,南投,64,7.98,Normal
內新里災民收容所內新里集會所,南投縣南投市,120.6903,23.9357,True,南投,64,2.57,Normal
義和社區活動中心,南投縣中寮鄉,120.7589,23.9359,True,南投,64,7.9,Normal
港源社區五榖宮,南投縣國姓鄉,120.8663,23.9366,True,埔里,53,10.93,Normal
龍岩村集會所,南投縣中寮鄉,120.7629,23.9376,True,南投,64,8.35,Normal
珠格里集會所,南投縣埔里鎮,120.9584,23.9376,True,埔里,53,3.61,Normal
太平國小,彰化縣埔心鄉,120.552667,23.938168,True,員林,59,2.82,Normal
埔心鄉立幼兒園,彰化縣埔心鄉,120.5513,23.9385,True,員林,59,2.84,Normal
永豐里災民收容所里辦公處,南投縣南投市,120.6703,23.9385,True,南投,64,3.22,Normal
湳底社區活動中心,彰化縣溪湖鎮,120.507252,23.940604,True,員林,59,6.14,Normal
鳳山里災民收容所鳳山里集會所,南投縣南投市,120.6379,23.9409,True,南投,64,5.73,Normal
金龍宮,南投縣埔里鎮,120.9707,23.9409,True,埔里,53,3.12,Normal
媽厝國小,彰化縣溪湖鎮,120.496339,23.941071,True,員林,59,7.17,Normal
清水社區活動中心,南投縣中寮鄉,120.7725,23.9415,True,南投,64,9.41,Normal
光明里災民收容所光復國小導師室地下室,南投縣南投市,120.7024,23.9416,True,南投,64,3.62,Normal
桃米里集會所,南投縣埔里鎮,120.9269,23.9424,True,埔里,53,5.1,Normal
營南里災民收容所營南里集會所,南投縣南投市,120.6754,23.9438,True,南投,64,3.57,Normal
福興里災民收容所福興里集會所永興宮,南投縣南投市,120.665769,23.944121,True,南投,64,3.99,Normal
水頭里集會所,南投縣埔里鎮,120.9799,23.9446,True,埔里,53,2.96,Normal
廣福國小活動中心,南投縣中寮鄉,120.7883,23.9447,True,南投,64,11.05,Normal
美港社區活動中心,彰化縣大村鄉,120.562457,23.944818,True,員林,59,1.87,Normal
溪南里集會所醒覺堂,南投縣埔里鎮,120.9567,23.945,True,埔里,53,2.89,Normal
福興里災民收容所三玄宮,南投縣南投市,120.6593,23.9467,True,南投,64,4.59,Normal
永福社區活動中心,南投縣中寮鄉,120.791,23.9471,True,南投,64,11.39,Normal
萬豐國小,南投縣仁愛鄉,121.07602,23.947392,True,埔里,53,11.24,Normal
干城活動中心,花蓮縣吉安鄉,121.545,23.9474,True,花蓮,22,6.17,Normal
文蘭活動中心,花蓮縣秀林鄉,121.5068,23.9479,True,花蓮,22,9.8,Normal
舊館國小,彰化縣埔心鄉,120.525928,23.948035,True,員林,59,4.08,Normal
二林工商,彰化縣二林鎮,120.4428,23.9482,True,二林,61,4.23,Normal
大庭社區活動中心,彰化縣溪湖鎮,120.498582,23.949215,True,員林,59,6.71,Normal
光榮里災民收容所省政府青少年活動中心,南投縣南投市,120.6962,23.9498,True,南投,64,4.24,Normal
國立暨南大學體育健康中心,南投縣埔里鎮,120.93,23.950278,True,埔里,53,4.37,Normal
南港國小1甲-6甲與3間專科教室,南投縣國姓鄉,120.8693,23.9504,True,埔里,53,10.23,Normal
南港社區活動中心,南投縣國姓鄉,120.8695,23.9508,True,埔里,53,10.2,Normal
明聖國小,彰化縣埔心鄉,120.557191,23.951445,True,員林,59,1.28,Normal
仁安活動中心,花蓮縣吉安鄉,121.5968,23.9517,True,花蓮,22,2.2,Normal
光華里災民收容所光華國小活動中心,南投縣南投市,120.6908,23.9522,True,南投,64,4.39,Normal
營北里災民收容所營北里辦公處,南投縣南投市,120.6877,23.9524,True,南投,64,4.39,Normal
員林市育英國小,彰化縣員林市,120.5742,23.9526,True,員林,59,1.5,Normal
南華活動中心,花蓮縣吉安鄉,121.5513,23.9527,True,花蓮,22,5.34,Normal
埔心鄉公所,彰化縣埔心鄉,120.5435,23.9531,True,員林,59,2.21,Normal
埔心國小,彰化縣埔心鄉,120.544016,23.953935,True,員林,59,2.13,Normal
東溪國小,彰化縣溪湖鎮,120.497939,23.953975,True,員林,59,6.68,Normal
埔心國中,彰化縣埔心鄉,120.543018,23.95404,True,員林,59,2.22,Normal
稻香活動中心,花蓮縣吉安鄉,121.5757,23.9548,True,花蓮,22,3.06,Normal
永興活動中心,花蓮縣吉安鄉,121.5683,23.955,True,花蓮,22,3.68,Normal
仁和活動中心,花蓮縣吉安鄉,121.5876,23.9563,True,花蓮,22,2.08,Normal
田中社區活動中心,彰化縣溪湖鎮,120.46673,23.956799,True,二林,61,6.78,Normal
老人文康中心,彰化縣溪湖鎮,120.47851,23.956882,True,二林,61,7.84,Normal
成功里集會所,南投縣埔里鎮,120.8946,23.9575,True,埔里,53,7.55,Normal
枇杷里集會所,南投縣埔里鎮,120.9766,23.9579,True,埔里,53,1.5,Normal
草湖國中,彰化縣芳苑鄉,120.3784,23.9583,True,二林,61,4.86,Normal
員林市西區體館,彰化縣員林市,120.5642,23.9587,True,員林,59,0.34,Normal
杷城里集會所,南投縣埔里鎮,120.9699,23.9588,True,埔里,53,1.13,Normal
員林市公所三樓禮堂,彰化縣員林市,120.5743,23.9591,True,員林,59,1.16,Normal
溪湖鎮公所,彰化縣溪湖鎮,120.478529,23.95923,True,二林,61,7.96,Normal
溪湖國小,彰化縣溪湖鎮,120.478529,23.95923,True,二林,61,7.96,Normal
同聲集會所,南投縣埔里鎮,120.9655,23.9594,True,埔里,53,1.08,Normal
湖西國小,彰化縣溪湖鎮,120.467753,23.959709,True,二林,61,7.04,Normal
南埔社區活動中心,南投縣草屯鎮,120.6633,23.9599,True,南投,64,5.67,Normal
光輝里災民收容所里集會所,南投縣南投市,120.6861,23.9601,True,南投,64,5.24,Normal
紫微宮,南投縣草屯鎮,120.6689,23.9611,True,南投,64,5.6,Normal
南埔里集會所,南投縣草屯鎮,120.6845,23.9611,True,南投,64,5.35,Normal
草屯國小禮堂,南投縣草屯鎮,120.6845,23.9629,True,南投,64,5.55,Normal
河東社區活動中心,彰化縣溪湖鎮,120.448106,23.962975,True,二林,61,5.74,Normal
薰化里集會所,南投縣埔里鎮,120.9623,23.9635,True,埔里,53,0.82,Normal
清新里集會所,南投縣埔里鎮,120.9623,23.9635,True,埔里,53,0.82,Normal
南門里集會所,南投縣埔里鎮,120.9669,23.9637,True,埔里,53,0.58,Normal
義民祠,南投縣埔里鎮,120.9446,23.9638,True,埔里,53,2.43,Normal
湖東國小,彰化縣溪湖鎮,120.482373,23.963927,True,員林,59,8.22,Normal
福安宮,彰化縣溪湖鎮,120.479389,23.96397,True,二林,61,8.3,Normal
王功國小,彰化縣芳苑鄉,120.342,23.9642,True,二林,61,8.13,Normal
虎山國小禮堂,南投縣草屯鎮,120.6809,23.9648,True,南投,64,5.78,Normal
銅門收容所,花蓮縣秀林鄉,121.4944,23.965,True,花蓮,22,10.73,Normal
湖北國小,彰化縣溪湖鎮,120.47679,23.965221,True,二林,61,8.15,Normal
春陽活動中心,南投縣仁愛鄉,121.211132,23.965785,True,埔里,53,24.72,Normal
東昌活動中心,花蓮縣吉安鄉,121.5953,23.9658,True,花蓮,22,0.76,Normal
太清宮,南投縣草屯鎮,120.739,23.9669,True,南投,64,8.11,Normal
員林市僑信國小,彰化縣員林市,120.5716,23.967,True,員林,59,1.04,Normal
泰安里集會所,南投縣埔里鎮,120.9756,23.9671,True,埔里,53,0.81,Normal
平林里集會所,南投縣草屯鎮,120.7397,23.9673,True,南投,64,8.19,Normal
員林市東山國小,彰化縣員林市,120.601,23.9678,True,員林,59,3.9,Normal
石川里集會所,南投縣草屯鎮,120.7451,23.968,True,南投,64,8.62,Normal
西門里集會所,南投縣埔里鎮,120.9643,23.9681,True,埔里,53,0.38,Normal
仁里活動中心,花蓮縣吉安鄉,121.5925,23.9684,True,花蓮,22,0.81,Normal
親愛村活動中心,南投縣仁愛鄉,121.107902,23.968466,True,埔里,53,14.22,Normal
御史里舊集會所,南投縣草屯鎮,120.6685,23.9686,True,南投,64,6.41,Normal
主農社區活動中心,花蓮縣花蓮市,121.5968,23.9688,True,花蓮,22,0.41,Normal
福興活動中心,花蓮縣吉安鄉,121.5624,23.9689,True,花蓮,22,3.81,Normal
土城國小禮堂,南投縣草屯鎮,120.6763,23.9691,True,南投,64,6.3,Normal
坪頂國小禮堂,南投縣草屯鎮,120.6657,23.9692,True,南投,64,6.56,Normal
鳳霞國小,彰化縣埔心鄉,120.526197,23.969739,True,員林,59,3.87,Normal
敦和國小禮堂,南投縣草屯鎮,120.668,23.9698,True,南投,64,6.56,Normal
南昌活動中心,花蓮縣吉安鄉,121.5797,23.9704,True,花蓮,22,2.04,Normal
梧鳳國小,彰化縣埔心鄉,120.512005,23.970465,True,員林,59,5.29,Normal
慈恩社區活動中心,南投縣埔里鎮,120.9598,23.9712,True,埔里,53,0.86,Normal
中正國小,花蓮縣花蓮市,121.5997,23.9717,True,花蓮,22,0.04,Normal
中原國小文中三國中預定地,花蓮縣花蓮市,121.5964,23.9718,True,花蓮,22,0.35,Normal
石川社區活動中心,南投縣草屯鎮,120.6606,23.9719,True,南投,64,7.01,Normal
加老里集會所,南投縣草屯鎮,120.6837,23.972,True,南投,64,6.56,Normal
大城社區活動中心,南投縣埔里鎮,120.9589,23.9721,True,埔里,53,0.98,Normal
中竹社區活動中心,彰化縣溪湖鎮,120.504958,23.973162,True,員林,59,6.05,Normal
新興社區活動中心,彰化縣大村鄉,120.537435,23.973249,True,員林,59,2.92,Normal
虎山社區活動中心,南投縣埔里鎮,120.9777,23.9734,True,埔里,53,1.12,Normal
吉安國小,花蓮縣吉安鄉,121.5628,23.9734,True,花蓮,22,3.76,Normal
花蓮城隍廟香客大樓,花蓮縣花蓮市,121.6058,23.9734,True,花蓮,22,0.66,Normal
恆吉活動中心,南投縣埔里鎮,120.9498,23.9736,True,埔里,53,1.91,Normal
吉安活動中心,花蓮縣吉安鄉,121.5643,23.9736,True,花蓮,22,3.61,Normal
通天宮,彰化縣溪湖鎮,120.47264,23.973695,True,二林,61,8.37,Normal
五穀宮,花蓮縣吉安鄉,121.5742,23.974,True,花蓮,22,2.62,Normal
親愛國小萬大分校,南投縣仁愛鄉,121.127976,23.974175,True,埔里,53,16.27,Normal
雙冬社區活動中心,南投縣草屯鎮,120.7039,23.9749,True,南投,64,7.14,Normal
勝安活動中心,花蓮縣吉安鄉,121.5869,23.9754,True,花蓮,22,1.38,Normal
宜昌活動中心,花蓮縣吉安鄉,121.5832,23.9756,True,花蓮,22,1.75,Normal
忠孝國小,花蓮縣花蓮市,121.5986,23.9756,True,花蓮,22,0.49,Normal
主權社區活動中心,花蓮縣花蓮市,121.5938,23.9757,True,花蓮,22,0.78,Normal
蜈蚣里集會所,南投縣埔里鎮,120.9897,23.9767,True,埔里,53,2.38,Normal
南村里集會所,南投縣埔里鎮,120.919707,23.976883,True,埔里,53,4.98,Normal
碧洲社區活動中心,南投縣草屯鎮,120.6864,23.9773,True,南投,64,7.15,Normal
勝安宮,花蓮縣吉安鄉,121.5867,23.9777,True,花蓮,22,1.51,Normal
敦和里集會所,南投縣草屯鎮,120.7005,23.9778,True,南投,64,7.37,Normal
聖地慈惠堂,花蓮縣吉安鄉,121.586,23.978,True,花蓮,22,1.58,Normal
中正體育館,花蓮縣花蓮市,121.6142,23.978,True,花蓮,22,1.64,Normal
國風國中,花蓮縣花蓮市,121.5954,23.9785,True,花蓮,22,0.91,Normal
新寶國小,彰化縣芳苑鄉,120.35004,23.978617,True,二林,61,8.49,Normal
山腳社區活動中心,南投縣草屯鎮,120.7257,23.9788,True,南投,64,8.39,Normal
碧峰里集會所,南投縣草屯鎮,120.7177,23.9789,True,南投,64,8.03,Normal
明義國小,花蓮縣花蓮市,121.6029,23.979,True,花蓮,22,0.91,Normal
房里里集會所,南投縣埔里鎮,120.9493,23.9791,True,埔里,53,2.21,Normal
南埔將軍廟文教中心,南投縣草屯鎮,120.6982,23.9797,True,南投,64,7.53,Normal
大園國小,彰化縣埔鹽鄉,120.4882,23.9798,True,員林,59,7.88,Normal
旭光高中禮堂,南投縣草屯鎮,120.6866,23.9799,True,南投,64,7.44,Normal
富寮里集會所,南投縣草屯鎮,120.6947,23.9801,True,南投,64,7.52,Normal
平林國小禮堂,南投縣草屯鎮,120.721,23.9801,True,南投,64,8.3,Normal
新庄里集會所,南投縣草屯鎮,120.6806,23.9803,True,南投,64,7.5,Normal
上林老人活動中心,南投縣草屯鎮,120.6799,23.9804,True,南投,64,7.51,Normal
北山國中,南投縣國姓鄉,120.8736,23.9805,True,埔里,53,9.67,Normal
北山國小1甲-6甲與6間專科教室,南投縣國姓鄉,120.8939,23.9808,True,埔里,53,7.64,Normal
籃城社區活動中心,南投縣埔里鎮,120.9567,23.981,True,埔里,53,1.77,Normal
加興宮,南投縣草屯鎮,120.6872,23.9813,True,南投,64,7.6,Normal
龍泉宮,南投縣草屯鎮,120.7911,23.9815,True,南投,64,13.18,Normal
碧峰國小禮堂,南投縣草屯鎮,120.6775,23.9817,True,南投,64,7.68,Normal
南天宮,南投縣國姓鄉,120.8724,23.9817,True,埔里,53,9.81,Normal
嘉長宮,南投縣草屯鎮,120.7911,23.9818,True,南投,64,13.2,Normal
花蓮市公所,花蓮縣花蓮市,121.6068,23.9821,True,花蓮,22,1.4,Normal
慶豐活動中心,花蓮縣吉安鄉,121.5632,23.9825,True,花蓮,22,3.92,Normal
敦和宮,南投縣草屯鎮,120.664,23.9835,True,南投,64,8.13,Normal
國立花蓮農業職業學校,花蓮縣花蓮市,121.599,23.9836,True,花蓮,22,1.37,Normal
中原國小禮堂,南投縣草屯鎮,120.7428,23.984,True,南投,64,9.82,Normal
大西國小,彰化縣大村鄉,120.5261,23.9841,True,員林,59,4.52,Normal
永和宮,南投縣草屯鎮,120.6638,23.9841,True,南投,64,8.2,Normal
永安宮,南投縣草屯鎮,120.7951,23.9847,True,南投,64,13.71,Normal
天盛國小,彰化縣埔鹽鄉,120.4288,23.985,True,二林,61,6.93,Normal
坪頂社區活動中心,南投縣草屯鎮,120.7206,23.9852,True,南投,64,8.79,Normal
擺塘社區活動中心,彰化縣大村鄉,120.559998,23.985318,True,員林,59,2.66,Normal
埔鹽鄉立幼兒園,彰化縣埔鹽鄉,120.4423,23.9858,True,二林,61,7.51,Normal
新水國小,彰化縣埔鹽鄉,120.4453,23.9858,True,二林,61,7.65,Normal
花蓮高商,花蓮縣花蓮市,121.6025,23.9865,True,花蓮,22,1.71,Normal
北昌活動中心,花蓮縣吉安鄉,121.5947,23.987,True,花蓮,22,1.82,Normal
守成社區活動中心,南投縣埔里鎮,120.9863,23.9872,True,埔里,53,2.77,Normal
草屯國中禮堂,南投縣草屯鎮,120.7183,23.9876,True,南投,64,8.95,Normal
富功國小禮堂,南投縣草屯鎮,120.6624,23.9877,True,南投,64,8.63,Normal
中原里集會所,南投縣草屯鎮,120.7183,23.9879,True,南投,64,8.98,Normal
南港國小,彰化縣埔鹽鄉,120.4958,23.988,True,員林,59,7.45,Normal
貢旗社區活動中心,彰化縣大村鄉,120.538159,23.988147,True,員林,59,3.9,Normal
大村國中,彰化縣大村鄉,120.5655,23.9882,True,員林,59,2.97,Normal
村上社區活動中心,彰化縣大村鄉,120.566488,23.988403,True,員林,59,3.0,Normal
加錫社區活動中心,彰化縣大村鄉,120.524909,23.988689,True,員林,59,4.92,Normal
向善里集會所,南投縣埔里鎮,120.9253,23.9887,True,埔里,53,4.86,Normal
南美崙營區,花蓮縣花蓮市,121.6157,23.9887,False,花蓮,22,2.52,Normal
村上國小,彰化縣大村鄉,120.5648,23.9889,True,員林,59,3.04,Normal
永安活動中心,花蓮縣吉安鄉,121.5731,23.989,True,花蓮,22,3.35,Normal
北投里新集會所,南投縣草屯鎮,120.6913,23.9892,True,南投,64,8.49,Normal
大石社區活動中心,南投縣國姓鄉,120.8616,23.9893,True,埔里,53,11.04,Normal
新豐里集會所,南投縣草屯鎮,120.6894,23.9909,True,南投,64,8.67,Normal
忠孝國小,南投縣埔里鎮,120.9798,23.991,True,埔里,53,2.74,Normal
御史里新集會所,南投縣草屯鎮,120.7643,23.9911,True,南投,64,11.83,Normal
中華國小,花蓮縣花蓮市,121.607,23.992,True,花蓮,22,2.42,Normal
雙冬國小禮堂,南投縣草屯鎮,120.6722,23.9922,True,南投,64,8.91,Normal
鎮立幼兒園,南投縣草屯鎮,120.7624,23.9923,True,南投,64,11.8,Normal
埔鹽國小,彰化縣埔鹽鄉,120.4766,23.9927,True,員林,59,9.45,Normal
坪頂里集會所,南投縣草屯鎮,120.7423,23.9927,True,南投,64,10.59,Normal
過溝社區活動中心,彰化縣大村鄉,120.554649,23.992766,True,員林,59,3.57,Normal
鑄強國小,花蓮縣花蓮市,121.6255,23.9928,True,花蓮,22,3.54,Normal
村東國小,彰化縣大村鄉,120.5856,23.9934,True,員林,59,4.21,Normal
大村鄉公所,彰化縣大村鄉,120.5472,23.9935,True,員林,59,3.9,Normal
太昌活動中心,花蓮縣吉安鄉,121.5639,23.9936,True,花蓮,22,4.41,Normal
大村國小,彰化縣大村鄉,120.5454,23.9937,True,員林,59,4.0,Normal
集仙宮,南投縣草屯鎮,120.6496,23.9938,True,員林,59,9.48,Normal
老人文康中心,彰化縣埔鹽鄉,120.4783,23.9946,True,員林,59,9.37,Normal
大橋社區活動中心,彰化縣大村鄉,120.560413,23.994646,True,員林,59,3.69,Normal
明廉國小,花蓮縣花蓮市,121.5947,23.995,True,花蓮,22,2.68,Normal
紫雲宮,南投縣草屯鎮,120.6679,23.9951,True,南投,64,9.3,Normal
新庄國小禮堂,南投縣草屯鎮,120.7173,23.9957,True,南投,64,9.75,Normal
朝陽宮,南投縣草屯鎮,120.7173,23.9958,True,南投,64,9.76,Normal
田洋社區活動中心,彰化縣大村鄉,120.533553,23.996098,True,員林,59,4.88,Normal
"慈濟大學附設國民中學,小學",花蓮縣花蓮市,121.5746,23.997,True,花蓮,22,3.83,Normal
美崙國中,花蓮縣花蓮市,121.6277,23.9978,True,花蓮,22,4.09,Normal
自強國中,花蓮縣花蓮市,121.5991,23.9979,True,花蓮,22,2.96,Normal
碧洲里集會所,南投縣草屯鎮,120.6568,23.9984,True,南投,64,9.93,Normal
大村村社區活動中心,彰化縣大村鄉,120.544791,23.99852,True,員林,59,4.51,Normal
